Open,High,Low,Close,Adj Close,Volume,Doreturn,Direction
130.080002,131.369995,125.730003,131.369995,122.978867,1369800,2.865883467,Up
131.789993,134.270004,129.169998,131.860001,123.437523,1339200,0.372955135,Up
131.889999,137.369995,131.889999,134.899994,126.283386,2051100,2.305508836,Up
135.880005,136,128.419998,129.800003,121.509155,1813800,-3.780569362,Down
129.410004,129.570007,123.260002,126.449997,118.3731,2871300,-2.580920754,Down
126.529999,130.979996,119.75,122.300003,114.48819,2555800,-3.281919625,Down
122.720001,125.279999,120.410004,123.620003,115.7239,2402500,1.079334034,Up
125.43,127.790001,121.660004,127.470001,119.327957,1684600,3.1143584,Up
126.349998,132.210007,123.480003,124.209999,116.276199,2989800,-2.557454327,Down
124.040001,124.720001,116.360001,116.610001,109.161636,4402900,-6.118675242,Down
120.089996,120.25,112.889999,116.510002,109.068039,4239300,-0.085741661,Down
115.860001,117.349998,113.349998,115.860001,108.459549,2214300,-0.557899459,Down
116.75,119.790001,115.410004,117.779999,110.256897,2021800,1.657159758,Up
117.449997,119.5,116.080002,117.480003,109.976067,2739200,-0.254705155,Down
116.040001,123.099998,115.709999,122.660004,114.94751,2256000,4.520477169,Up
121.889999,122.190002,118.300003,119.300003,111.798767,2021000,-2.739287697,Down
119.839996,123.57,119.080002,120.279999,112.717148,2018800,0.82145897,Up
120.169998,120.169998,111.5,112.970001,105.866783,2185900,-6.07748255,Down
113.25,114.970001,110.029999,112.480003,105.4076,2742800,-0.433736614,Down
112.989998,117.93,112,117.480003,110.093201,2075900,4.445221217,Up
118.540001,120.349998,115.970001,116.589996,109.25914,1564200,-0.757595376,Down
115.010002,115.339996,110.43,111.830002,104.798454,2277800,-4.082666219,Down
112.239998,112.980003,104.459999,106.959999,100.234688,3111700,-4.354802791,Down
107.940002,109.82,106.93,107.839996,101.059341,1787400,0.82272217,Up
107.949997,111.889999,106.790001,111.410004,104.404877,2045700,3.310466867,Up
110.860001,112.129997,107.139999,109.720001,102.821152,1537300,-1.516907108,Down
108.800003,109.720001,107,108.059998,101.265503,1571200,-1.512965931,Down
109.139999,109.760002,106.099998,106.43,99.737991,1241400,-1.508422863,Down
106.120003,110.019997,106.120003,109.099998,102.240112,1585400,2.508694004,Up
111.32,112.900002,108.629997,111.860001,104.826576,1968700,2.529793786,Up
113.889999,114.669998,112.010002,112.959999,105.857399,1598600,0.983360365,Up
112.709999,112.709999,108.18,109.889999,102.980453,1076600,-2.717756177,Down
110.339996,111.260002,107.690002,108.419998,101.602859,967600,-1.337723772,Down
109.209999,111.43,108.800003,111.199997,104.208069,1081400,2.564110917,Up
112.400002,113.900002,111.709999,112.349998,105.285759,1124700,1.034171356,Up
113.309998,113.690002,109.959999,111.940002,104.901527,1268300,-0.364942043,Down
112.610001,113.269997,109.849998,109.910004,102.999191,800500,-1.813449293,Down
107.25,107.25,104.870003,105.32,98.697777,1542200,-4.176162898,Down
104.489998,106.129997,101.230003,103.279999,96.786041,1855000,-1.936959533,Down
102.68,105.339996,101.610001,104.519997,97.948082,2513100,1.200628715,Up
104.540001,107.110001,102.010002,106.900002,100.178436,1853100,2.277077769,Up
107.989998,109.980003,102.919998,104.019997,97.479523,1995000,-2.694105745,Down
102.459999,103.32,98.550003,98.629997,92.428413,2517700,-5.181713907,Down
99.599998,101.110001,95.940002,98.709999,92.503395,3126600,0.081124405,Up
97.489998,103.010002,97.489998,102.900002,96.429962,2492100,4.244781502,Up
103.75,108.379997,103.379997,107.699997,100.928139,2586400,4.66470888,Up
102.589996,105.480003,101,101.589996,95.202301,2279600,-5.673182976,Down
98.25,107.07,96.709999,106.610001,99.90667,3047200,4.94144464,Up
107.540001,107.849998,101.639999,104.330002,97.77005,2372800,-2.13861597,Down
105.720001,107.93,101.449997,105,98.397903,2655700,0.64217314,Up
110.68,114.779999,108.449997,112.489998,105.416954,2304700,7.133333929,Up
114.419998,117.370003,111,114.160004,106.981956,1763800,1.484582831,Up
113.940002,116.379997,110.790001,111.970001,104.929657,1555100,-1.918359952,Down
113.150002,115.059998,112.419998,113.669998,106.522766,1288600,1.518263802,Up
113.989998,115.580002,113.019997,114.779999,107.562973,1082000,0.976511444,Up
111.889999,111.989998,107.25,111.940002,104.901527,1460900,-2.474314279,Down
106.870003,107.230003,95.18,99.25,93.00943,2858400,-11.33643841,Down
101.489998,105.309998,100.099998,103.059998,96.579903,1696200,3.838829031,Up
102.139999,102.790001,97.82,100.349998,94.040283,1896400,-2.629553273,Down
99,99,90.720001,93.32,87.452316,2669500,-7.005473388,Down
93.849998,99.510002,93.019997,93.730003,87.836525,2019400,0.43933542,Up
89,90.470001,80.32,88.199997,82.654243,2907000,-5.89991692,Down
89.709999,91.309998,80.989998,80.989998,75.897598,2706500,-8.174589416,Down
78.879997,83,71.660004,77,72.158485,4773700,-4.926523498,Down
78.989998,82.669998,73.339996,74.300003,69.62822,2471800,-3.50653842,Down
69.860001,74,64.07,66.730003,62.534222,5470000,-10.18839488,Down
71.660004,82.599998,70.720001,82.599998,77.406342,2892900,23.78236992,Up
84,86.169998,77.169998,82.860001,77.650009,2964600,0.314789452,Up
81.199997,81.199997,67.220001,67.639999,63.386997,4954500,-18.36833271,Down
67.82,71.589996,61.970001,71.580002,67.079269,3608900,5.82496754,Up
70.75,75,68.220001,69.730003,65.345589,2860600,-2.584524289,Down
71.93,77.260002,71.150002,77.239998,72.383385,1785000,10.7701164,Up
75.089996,78.589996,72.349998,75.910004,71.137009,1892500,-1.721908971,Down
72.980003,72.980003,62,64.389999,60.341339,3169000,-15.17588405,Down
67.5,74.349998,67,73.730003,69.094086,5882100,14.50539074,Up
66.989998,72.910004,65.800003,72.580002,68.016403,3037900,-1.559732623,Down
71.720001,74.419998,68.879997,68.910004,64.577164,1966600,-5.056484684,Down
71.120003,76.260002,68.010002,76.260002,71.465012,2862700,10.66607385,Up
78.330002,91.400002,76.57,84.980003,79.636703,5694000,11.43453387,Up
87.489998,89.900002,84.290001,88.220001,82.794785,4030700,3.965611183,Up
86,90.18,82.730003,88.800003,83.339088,2645800,0.657412179,Up
85.650002,86.230003,82.199997,83.669998,78.524567,2122200,-5.777026262,Down
86,90.830002,85.129997,90.169998,84.62484,2307500,7.768617177,Up
87.900002,89.669998,85.68,86.709999,81.377632,1866800,-3.837180667,Down
85.239998,87,80.089996,81.099998,76.112625,2311300,-6.469845424,Down
81.5,83.940002,80.029999,83.029999,77.923935,1372200,2.379776023,Up
85.730003,87.809998,81.5,83.32,78.196098,1383900,0.349267526,Up
81.220001,81.739998,77.129997,78.440002,73.616203,1750500,-5.85693547,Down
76.989998,76.989998,70.559998,71.120003,66.746361,3769900,-9.331970028,Down
71.220001,77.529999,67.949997,77.529999,72.762161,3271900,9.012925813,Up
74.910004,78.309998,72.720001,73.730003,69.195854,1638200,-4.901320894,Down
72.709999,76.330002,72,73,68.510742,1898400,-0.990105563,Down
72.690002,75.82,71.139999,74.720001,70.124962,2243800,2.356156061,Up
75.769997,77.300003,69.589996,69.690002,65.404297,2742100,-6.731789744,Down
67.610001,68.650002,59.459999,60.119999,56.422821,3289800,-13.73224148,Down
63.139999,66.150002,59.389999,65.099998,61.096558,3115400,8.283416031,Up
68.610001,73,66,71.459999,67.06546,2857600,9.769620737,Up
71.870003,73.279999,68.580002,71.730003,67.318855,2021700,0.377832345,Up
71.269997,77.230003,70.339996,76.980003,72.246002,2089900,7.319118841,Up
75.379997,76.059998,72.510002,73.800003,69.261551,931600,-4.130956617,Down
71.580002,71.580002,65.900002,65.910004,61.856762,2702900,-10.69105282,Down
67.059998,68.309998,60,62.369999,58.534458,3814100,-5.370963323,Down
60,64.019997,59,63.759998,59.838974,3560400,2.228629161,Up
61.939999,63.450001,57.330002,59.240002,55.596939,2646700,-7.08908378,Down
57.759998,60.439999,54.52,60.43,56.713757,3156500,2.008776059,Up
63.07,66.07,60.43,64.980003,60.983955,2579500,7.529386565,Up
63.450001,68.510002,63.02,64.209999,60.261295,2088200,-1.185000219,Down
66.169998,70.610001,65.910004,68.760002,64.531502,2683200,7.086152065,Up
69.900002,72.580002,67.099998,67.739998,63.574219,2055500,-1.483435176,Down
65.589996,68.470001,63.549999,68.059998,63.874535,1691800,0.472386456,Up
69.309998,72.300003,67.18,68.910004,64.672279,2712300,1.248923378,Up
70.510002,71.629997,67.690002,70.559998,66.220779,2212800,2.394379824,Up
69.68,71.449997,67.309998,67.400002,63.255123,2327600,-4.478437199,Down
66.800003,67.120003,57.560001,58.849998,55.230923,5065100,-12.68545474,Down
57.740002,60.889999,57.619999,58.580002,54.97752,3532400,-0.458806383,Down
59.470001,60.220001,55.889999,57.119999,53.607315,2044200,-2.492300489,Down
57.57,58.599998,55.700001,56.689999,53.203758,1617900,-0.752802113,Down
56.009998,56.32,54.799999,55.450001,52.040012,828000,-2.18733797,Down
55.91,58,55.869999,57.860001,54.301804,877800,4.346255723,Up
59.98,60.540001,57.689999,59.470001,55.812805,1311900,2.782598162,Up
59.68,60.119999,58.240002,60.07,56.3759,1432700,1.008899302,Up
59.93,59.93,57.799999,58.939999,55.315388,2208800,-1.881144248,Down
60.200001,63.75,59.080002,63.119999,59.238338,1687300,7.091968694,Up
62.84,68.379997,62.200001,66.620003,62.523102,3216100,5.54499689,Up
68.68,69.699997,66.669998,67.410004,63.264534,3335600,1.185852871,Up
66.040001,66.940002,63.189999,64.089996,60.148682,2192100,-4.925116496,Down
63.060001,64.830002,61.610001,64.5,60.533482,2759600,0.639748016,Up
64.470001,64.889999,61.009998,61.759998,57.961964,2061500,-4.24809199,Down
60.290001,60.5,57.610001,58.919998,55.296616,3490400,-4.598443214,Down
58.849998,60.75,57.919998,60.029999,56.338356,2269900,1.883912752,Up
58.900002,58.900002,55.349998,56.150002,52.696968,2833100,-6.463426089,Down
56.459999,56.82,54.200001,56.619999,53.138058,2079200,0.837031079,Up
58.369999,59.5,56.209999,57.970001,54.405033,2665700,2.38430806,Up
57.25,58.25,55.360001,56.02,52.574963,3160300,-3.363788052,Down
57.470001,61.419998,56.959999,61.139999,57.3801,3571100,9.139591786,Up
59.849998,62.290001,58.23,60.139999,56.441593,3125900,-1.635596662,Down
57.619999,64.300003,57.619999,63.27,59.379116,2745200,5.204535953,Up
64.010002,67.360001,63.849998,65.489998,61.462585,3374000,3.508757187,Up
65.360001,66.449997,62.700001,63.849998,59.923443,2537400,-2.504193405,Down
66.480003,66.480003,64.330002,65.93,61.875515,2904900,3.257609881,Up
64.010002,65.300003,63.189999,63.98,60.045452,2228600,-2.957652959,Down
65.959999,65.959999,61.849998,62.759998,58.900478,2486900,-1.906845501,Down
61.669998,62.709999,60.299999,62.299999,58.468761,2638500,-0.732960096,Down
62.700001,63.529999,61.509998,63.080002,59.200798,2278800,1.252013875,Up
63.98,65.07,63.150002,64.059998,60.120522,3706000,1.553566896,Up
62.810001,65.220001,60.950001,64.82,60.833794,4311200,1.186403538,Up
64.050003,68.089996,63.52,67.489998,63.339584,2264200,4.119075657,Up
69,70.849998,67.629997,68.730003,64.503342,2244200,1.837331297,Up
68.760002,70.349998,64.589996,65.690002,61.650284,4442100,-4.423116557,Down
64.120003,66.080002,60.580002,62.48,58.749489,3145400,-4.705241909,Down
60.709999,63.549999,60,62.290001,58.57082,2884400,-0.304120092,Down
63.130001,64.370003,62.619999,63.41,59.623955,2889700,1.798054048,Up
64.540001,65.849998,59.18,60.459999,56.85009,10101800,-4.652266023,Down
60.869999,61.970001,59.110001,61.580002,57.903225,4270800,1.852477278,Up
63.080002,64.18,62.369999,62.849998,59.097378,3417300,2.062325544,Up
61,63.560001,60.509998,63.009998,59.247841,3171300,0.25460182,Up
64.470001,64.989998,60.669998,61.18,57.527103,3849900,-2.904304986,Down
61.509998,65.209999,61.23,64.760002,60.893364,4066900,5.851608763,Up
64.849998,66.940002,62.41,63.259998,59.48291,21066200,-2.316268814,Down
63.889999,65.279999,62.650002,62.810001,59.059776,6411900,-0.7113539,Down
61.779999,65.489998,60.779999,62.639999,58.899944,4570700,-0.270627508,Down
61.299999,62.150002,57.299999,57.970001,54.508759,3456600,-7.455329669,Down
59.110001,61.189999,57.939999,57.990002,54.527573,3936700,0.034515554,Up
60.68,60.68,57.84,58.080002,54.612209,7274600,0.155216884,Up
57.139999,57.900002,54.259998,55.27,51.969982,3384800,-4.838161738,Down
55.84,56.799999,53.299999,55.48,52.167446,3587300,0.379957799,Up
55.049999,57.540001,53.810001,54.290001,51.048492,3578700,-2.144927701,Down
55.52,58.400002,55.34,56.330002,52.966698,3826900,3.757615406,Up
56.209999,56.990002,54.790001,55.5,52.186241,3499100,-1.473486227,Down
55.709999,58.549999,55.049999,58.34,54.85667,2865500,5.117113149,Up
58.82,60.240002,58.09,59,55.477261,2779200,1.131295429,Up
59.09,61.439999,57.900002,60.099998,56.511581,2596600,1.864403508,Up
59.599998,62.639999,59.400002,62.639999,58.899944,2778900,4.226324866,Up
62.209999,65.120003,60.639999,64.360001,60.517235,3790100,2.745827738,Up
66.720001,71.410004,66,69.650002,65.491386,5797500,8.219395681,Up
